bits,numberCount,run_id,part1_time,part1_pct,part2_time,part2_pct,part3_time,part3_pct,avg_time
8,170000000,5,0.85493481,24.42912945,1.19e-06,3.404e-05,2.64470851,75.57058821,
8,170000000,avg,0.85527477,24.48720818,1.56e-06,4.454e-05,2.63745574,75.51248996,
8,170000000,avg,,,,,,,3.492741
8,190000000,1,0.96536289,24.61893884,1.2e-06,3.061e-05,2.95584993,75.38086395,
8,190000000,2,0.96757081,24.59507512,2.03e-06,5.172e-05,2.96642304,75.40471125,
8,190000000,3,0.96279878,24.5593508,1.2e-06,3.071e-05,2.95748804,75.44046367,
8,190000000,4,0.96984094,24.66918096,1.72e-06,4.386e-05,2.96153736,75.33060122,
8,190000000,5,0.96322691,24.60778079,1.01e-06,2.589e-05,2.95108357,75.39201522,
8,190000000,avg,0.96576006,24.61008936,1.44e-06,3.657e-05,2.95847639,75.38970699,
8,190000000,avg,,,,,,,3.924244
8,210000000,1,1.06762855,24.6260974,1.82e-06,4.187e-05,3.26771534,75.37366467,
8,210000000,2,1.07649599,24.68797587,2.87e-06,6.593e-05,3.28389976,75.31178809,
8,210000000,3,1.0680512,24.57569213,1.5e-06,3.459e-05,3.27790523,75.42408975,
8,210000000,4,1.07524232,24.65467638,3.07e-06,7.031e-05,3.28595765,75.3450838,
8,210000000,5,1.0663823,24.53398281,2.15e-06,4.948e-05,3.28016048,75.46580691,
8,210000000,avg,1.07076007,24.61575296,2.28e-06,5.246e-05,3.27912769,75.38401859,
8,210000000,avg,,,,,,,4.349898
8,230000000,1,1.16608858,24.58777977,1.86e-06,3.93e-05,3.57645719,75.4120597,
8,230000000,2,1.16821591,24.61324846,2.18e-06,4.599e-05,3.57806544,75.38658973,
8,230000000,3,1.16584949,24.5883727,1.6e-06,3.376e-05,3.57560985,75.41147309,
8,230000000,4,1.17191256,24.67235401,2.48e-06,5.226e-05,3.57798112,75.32747725,
8,230000000,5,1.16710036,24.5757279,1.75e-06,3.69e-05,3.58188997,75.4241505,
8,230000000,avg,1.16783338,24.60750981,1.98e-06,4.165e-05,3.57800071,75.39233681,
8,230000000,avg,,,,,,,4.745841
8,250000000,1,1.27524101,24.59924678,1.24e-06,2.397e-05,3.90881467,75.40056812,
8,250000000,2,1.28224849,24.69822934,1.64e-06,3.164e-05,3.909405,75.30161452,
8,250000000,3,1.27147764,24.52991341,1.16e-06,2.242e-05,3.91189234,75.4699708,
8,250000000,4,1.27781188,24.61269019,1.59e-06,3.062e-05,3.91386112,75.38719303,
8,250000000,5,1.27231176,24.53827636,1.16e-06,2.244e-05,3.91269104,75.46161019,
8,250000000,avg,1.27581816,24.59570591,1.36e-06,2.622e-05,3.91133283,75.40415664,
8,250000000,avg,,,,,,,5.187158
8,270000000,1,1.37236995,24.62250403,1.15e-06,2.07e-05,4.2012648,75.37738615,
8,270000000,2,1.37757701,24.66912242,1.84e-06,3.302e-05,4.20663251,75.33076689,
8,270000000,3,1.37376958,24.60256061,1.2e-06,2.154e-05,4.21007136,75.39731364,
8,270000000,4,1.37776153,24.6712565,1.94e-06,3.481e-05,4.20671205,75.32861829,
8,270000000,5,1.37088706,24.57960927,1.17e-06,2.106e-05,4.20644177,75.42028685,
8,270000000,avg,1.37447302,24.62902596,1.46e-06,2.623e-05,4.2062245,75.37085896,
8,270000000,avg,,,,,,,5.580704
8,290000000,1,1.46521248,24.5417402,1.15e-06,1.918e-05,4.5050658,75.45810339,
8,290000000,2,1.47103337,24.62773666,1.68e-06,2.819e-05,4.5020332,75.37210954,
8,290000000,3,1.46510908,24.54738773,1.08e-06,1.809e-05,4.50337587,75.45248002,
8,290000000,4,1.47145811,24.63446672,1.6e-06,2.683e-05,4.5017009,75.365381,
8,290000000,5,1.46412883,24.54917761,1.09e-06,1.829e-05,4.49992936,75.45071382,
8,290000000,avg,1.46738837,24.58011989,1.32e-06,2.212e-05,4.50242103,75.41973943,
8,290000000,avg,,,,,,,5.969818
8,310000000,1,1.57448843,24.56494126,1.69e-06,2.641e-05,4.83499609,75.43491122,
8,310000000,2,1.57993354,24.65942255,2.2e-06,3.438e-05,4.82707505,75.34043704,
8,310000000,3,1.57385014,24.58509208,1.39e-06,2.177e-05,4.82778673,75.41479237,
8,310000000,4,1.58361625,24.74186774,1.9e-06,2.976e-05,4.81692861,75.25801172,
8,310000000,5,1.57429271,24.67792974,1.85e-06,2.907e-05,4.80505375,75.32193873,
8,310000000,avg,1.57723621,24.64580748,1.81e-06,2.828e-05,4.82236805,75.3540614,
8,310000000,avg,,,,,,,6.399613
8,330000000,1,1.67271154,24.61681881,1.22e-06,1.801e-05,5.12227435,75.3830513,
8,330000000,2,1.67840129,24.66688552,2.35e-06,3.459e-05,5.12585809,75.33297021,
8,330000000,3,1.67158147,24.62417084,1.33e-06,1.965e-05,5.11678621,75.37569659,
8,330000000,4,1.67929744,24.66022441,2.37e-06,3.478e-05,5.13043462,75.33964277,
8,330000000,5,1.6710877,24.59427649,1.53e-06,2.256e-05,5.12352388,75.40559535,
8,330000000,avg,1.67461589,24.63249868,1.76e-06,2.592e-05,5.12377543,75.36736778,
8,330000000,avg,,,,,,,6.7984
8,350000000,1,1.78061953,24.60456187,1.61e-06,2.218e-05,5.45632048,75.39531736,
8,350000000,2,1.78565239,24.68319022,2.18e-06,3.016e-05,5.44862423,75.31669052,
8,350000000,3,1.77900885,24.59000643,1.73e-06,2.392e-05,5.45566475,75.40987266,
8,350000000,4,1.78522496,24.67430759,1.71e-06,2.368e-05,5.44992328,75.32556738,
8,350000000,5,1.78078835,24.61414982,1.64e-06,2.268e-05,5.4540181,75.38572371,
8,350000000,avg,1.78225882,24.63324131,1.77e-06,2.452e-05,5.45291017,75.3666362,
8,350000000,avg,,,,,,,7.235178
8,370000000,1,1.87159608,24.59358511,1.07e-06,1.407e-05,5.73849565,75.4063242,
8,370000000,2,1.88040551,24.6711775,1.82e-06,2.392e-05,5.74145891,75.32872628,
8,370000000,3,1.87489347,24.60907846,1.07e-06,1.403e-05,5.74380639,75.3908337,
8,370000000,4,1.88203836,24.68602173,2.08e-06,2.733e-05,5.74185723,75.31388051,
8,370000000,5,1.8867272,24.70428135,1.08e-06,1.413e-05,5.75051306,75.2956191,
8,370000000,avg,1.87913213,24.65287329,1.43e-06,1.87e-05,5.74322625,75.34703229,
8,370000000,avg,,,,,,,7.622366
8,390000000,1,1.9852437,24.65734217,1.19e-06,1.482e-05,6.06607623,75.34254735,
8,390000000,2,1.98958278,24.71793627,1.68e-06,2.093e-05,6.05955427,75.28195251,
8,390000000,3,1.98141112,24.64217651,1.19e-06,1.481e-05,6.05931123,75.35771623,
8,390000000,4,1.98930929,24.70241069,1.78e-06,2.214e-05,6.06377857,75.29746589,
8,390000000,5,1.98376967,24.67234564,1.18e-06,1.467e-05,6.05668,75.32754656,
8,390000000,avg,1.98586331,24.67845237,1.41e-06,1.748e-05,6.06108006,75.32143559,
8,390000000,avg,,,,,,,8.046952
8,410000000,1,2.08747051,24.68265651,1.93e-06,2.286e-05,6.36975634,75.31723543,
8,410000000,2,2.1026713,24.77653619,2.47e-06,2.916e-05,6.38386182,75.22335221,
8,410000000,3,2.11961583,22.97268069,1.96e-06,2.128e-05,7.10705538,77.0272195,
8,410000000,4,2.09442768,24.65857497,1.98e-06,2.334e-05,6.39927111,75.34130093,
8,410000000,5,2.09006811,24.63926822,1.67e-06,1.971e-05,6.39259491,75.3606354,
8,410000000,avg,2.09885069,24.32218337,2.01e-06,2.324e-05,6.53050791,75.67770878,
8,410000000,avg,,,,,,,8.629368
8,430000000,1,2.19168546,24.59090425,1.2e-06,1.347e-05,6.72089354,75.40901838,
8,430000000,2,2.20104007,24.65625022,1.91e-06,2.141e-05,6.72585688,75.34365798,
8,430000000,3,2.21603972,25.06049035,1.5e-06,1.7e-05,6.62671394,74.93940606,
8,430000000,4,2.25168421,25.0947598,1.84e-06,2.056e-05,6.72103499,74.90515669,
8,430000000,5,2.25833007,25.14958889,1.07e-06,1.192e-05,6.72125425,74.85034348,
8,430000000,avg,2.22375591,24.91068985,1.51e-06,1.687e-05,6.70315072,75.08922542,
8,430000000,avg,,,,,,,8.926914
8,450000000,1,2.34383455,24.96982372,1.88e-06,2.005e-05,7.04282481,75.03008002,
8,450000000,2,2.41388271,26.17330983,2.35e-06,2.551e-05,6.80879826,73.82661368,
8,450000000,3,2.4423053,27.04117368,1.68e-06,1.864e-05,6.58948948,72.95874487,
8,450000000,4,2.47292833,26.18556553,2.63e-06,2.789e-05,6.97092317,73.81433717,
8,450000000,5,2.50798858,27.02928244,2.35e-06,2.529e-05,6.77078499,72.97061139,
8,450000000,avg,2.4361879,26.27252031,2.18e-06,2.351e-05,6.83656414,73.72738805,
8,450000000,avg,,,,,,,9.272761
16,50000000,1,0.40126853,33.9810435,1.32e-06,0.00011184,0.77957853,66.01786631,
16,50000000,2,0.4742145,26.06730296,3.05e-06,0.00016746,1.34496176,73.93178778,
16,50000000,3,0.42184686,27.62644636,1.52e-06,9.975e-05,1.10510796,72.37272254,
16,50000000,4,0.47769458,19.68275276,2.63e-06,0.00010843,1.94925538,80.31640507,
16,50000000,5,0.4194521,26.70374696,1.33e-06,8.455e-05,1.15129505,73.29535801,
16,50000000,avg,0.43889531,25.74240994,1.97e-06,0.00011554,1.26603974,74.25669146,
16,50000000,avg,,,,,,,1.70495
16,70000000,1,0.60632501,25.59300178,2.3e-06,9.726e-05,1.76276609,74.40642432,
16,70000000,2,0.57062809,25.07385978,2.28e-06,0.00010036,1.70514891,74.92562191,
16,70000000,3,0.62492899,28.02756164,1.47e-06,6.612e-05,1.60475461,71.97195117,
16,70000000,4,0.6427088,28.09539538,3.12e-06,0.0001362,1.64487318,71.90404536,
16,70000000,5,0.58385543,30.15508906,2.03e-06,0.00010503,1.35230909,69.84434611,
16,70000000,avg,0.60568926,27.28733627,2.24e-06,0.00010102,1.61397038,72.71212325,
16,70000000,avg,,,,,,,2.219672
16,90000000,1,0.75024346,28.50807746,1.76e-06,6.69e-05,1.88142996,71.4913941,
16,90000000,2,0.75162686,27.4936294,3.32e-06,0.00012129,1.98218105,72.50585944,
16,90000000,3,0.74476279,29.19063384,2.02e-06,7.93e-05,1.80660085,70.80888623,
16,90000000,4,0.72966047,28.77597,3.12e-06,0.0001229,1.80597314,71.22302921,
16,90000000,5,0.78949653,29.44464387,1.77e-06,6.613e-05,1.89178434,70.55498581,
16,90000000,avg,0.75315802,28.67243377,2.4e-06,9.129e-05,1.87359387,71.3269919,
16,90000000,avg,,,,,,,2.626767
16,110000000,1,0.94116082,28.9606575,1.23e-06,3.786e-05,2.30861949,71.03901534,
16,110000000,2,0.94126716,27.98179361,2.81e-06,8.343e-05,2.42257601,72.01783408,
16,110000000,3,0.95901401,29.39415703,1.16e-06,3.562e-05,2.3035763,70.60552079,
16,110000000,4,0.95704117,29.4283808,2.54e-06,7.795e-05,2.29505072,70.57128658,
16,110000000,5,0.88549011,29.62946427,1.34e-06,4.489e-05,2.10304456,70.37016319,
16,110000000,avg,0.93679465,29.06250235,1.82e-06,5.631e-05,2.28657341,70.93715255,
16,110000000,avg,,,,,,,3.223379
16,130000000,1,1.01935308,28.62795266,2.49e-06,7.006e-05,2.5413233,71.37162248,
16,130000000,2,1.02068024,28.39128205,3.46e-06,9.616e-05,2.57435275,71.60829787,
16,130000000,3,1.01986846,29.51032261,2.35e-06,6.808e-05,2.43608944,70.48927185,
16,130000000,4,1.0239649,28.46131453,2.42e-06,6.717e-05,2.57376367,71.53828945,
16,130000000,5,1.01851112,27.24951758,2.09e-06,5.598e-05,2.7191944,72.75005091,
16,130000000,avg,1.02047556,28.42997587,2.56e-06,7.14e-05,2.56894471,71.56960834,
16,130000000,avg,,,,,,,3.589435
16,150000000,1,1.18910009,28.76475238,1.32e-06,3.203e-05,2.94476841,71.2349909,
16,150000000,2,1.19235026,27.39508509,2.91e-06,6.675e-05,3.16006099,72.60462208,
16,150000000,3,1.18685527,28.39556849,1.45e-06,3.476e-05,2.99285219,71.60413021,
16,150000000,4,1.19772916,28.36973189,2.64e-06,6.248e-05,3.02411517,71.62999755,
16,150000000,5,1.19502904,28.84333891,1.26e-06,3.05e-05,2.94813123,71.15638667,
16,150000000,avg,1.19221276,28.34410862,1.92e-06,4.557e-05,3.0139856,71.65561206,
16,150000000,avg,,,,,,,4.20621
16,170000000,1,1.38332784,28.65655806,1.17e-06,2.429e-05,3.44392496,71.34320058,
16,170000000,2,1.38181544,28.50047544,2.91e-06,5.993e-05,3.46656474,71.49923235,
16,170000000,3,1.37071064,28.35508285,1.19e-06,2.462e-05,3.46336758,71.64464317,
16,170000000,4,1.39375225,27.9955137,3.25e-06,6.519e-05,3.58471877,72.00421968,
16,170000000,5,1.39029514,28.74722829,1.14e-06,2.363e-05,3.44596465,71.2524485,
16,170000000,avg,1.38398026,28.44826603,1.93e-06,3.97e-05,3.48090814,71.55145455,
16,170000000,avg,,,,,,,4.864902
16,190000000,1,1.52788296,29.49357221,1.95e-06,3.77e-05,3.65250007,70.50623477,
16,190000000,2,1.53261147,29.54531105,2.54e-06,4.906e-05,3.65470446,70.45450338,
16,190000000,3,1.50922781,28.45246259,1.77e-06,3.34e-05,3.79514544,71.54733895,
16,190000000,4,1.50587138,29.06071968,2.53e-06,4.877e-05,3.67592808,70.93906994,
16,190000000,5,1.58862724,29.2391188,1.61e-06,2.955e-05,3.84458842,70.76070139,
16,190000000,avg,1.53284417,29.15578264,2.08e-06,3.957e-05,3.72457329,70.84402403,
16,190000000,avg,,,,,,,5.257428
16,210000000,1,1.15341667,25.45388924,1.15e-06,2.543e-05,3.37797062,74.54590581,
16,210000000,2,1.15781102,25.49141624,2.24e-06,4.936e-05,3.38414425,74.50838545,
16,210000000,3,1.15422553,25.41385055,1.1e-06,2.43e-05,3.38748351,74.58594282,
16,210000000,4,1.13226041,25.11857657,2.24e-06,4.98e-05,3.37539061,74.8811905,
16,210000000,5,1.12509755,25.02617689,2.35e-06,5.217e-05,3.37057653,74.97362713,
16,210000000,avg,1.14456224,25.30154735,1.82e-06,4.018e-05,3.3791131,74.6982449,
16,210000000,avg,,,,,,,4.523685
16,230000000,1,1.93077952,27.93793616,1.21e-06,1.744e-05,4.98016651,72.06186551,
16,230000000,2,1.91786159,28.38398177,2.51e-06,3.708e-05,4.83896809,71.61579475,
16,230000000,3,1.90932778,28.61197012,1.17e-06,1.758e-05,4.76383692,71.38782618,
16,230000000,4,1.89269756,28.62169552,2.28e-06,3.455e-05,4.72009636,71.3781025,
16,230000000,5,1.89006825,29.24018749,1.23e-06,1.907e-05,4.57385929,70.75961569,
16,230000000,avg,1.90814694,28.54991828,1.68e-06,2.514e-05,4.77538543,71.4498768,
16,230000000,avg,,,,,,,6.683546
16,250000000,1,2.10626583,29.26428177,1.1e-06,1.53e-05,5.09111637,70.73554607,
16,250000000,2,2.14370865,29.05510271,2.26e-06,3.067e-05,5.23435826,70.94472315,
16,250000000,3,2.07921207,29.69796236,1.2e-06,1.717e-05,4.92197107,70.30187729,
16,250000000,4,2.1852228,31.44564959,2.48e-06,3.574e-05,4.76396964,68.55416306,
16,250000000,5,2.10420902,32.00765818,1.5e-06,2.286e-05,4.46986003,67.99217674,
16,250000000,avg,2.12372368,30.25251358,1.71e-06,2.437e-05,4.89625507,69.74731451,
16,250000000,avg,,,,,,,7.019991
16,270000000,1,2.294673,30.91420145,1.43e-06,1.932e-05,5.12802703,69.08559998,
16,270000000,2,2.36817768,31.94020605,2.75e-06,3.712e-05,5.04621853,68.05961441,
16,270000000,3,1.7922424,26.06351898,1.17e-06,1.708e-05,5.08418684,73.9363159,
16,270000000,4,1.61683998,25.93856372,1.99e-06,3.196e-05,4.61649387,74.06126874,
16,270000000,5,1.80974127,23.22083762,1.15e-06,1.481e-05,5.98385982,76.77906206,
16,270000000,avg,1.97633487,27.6483802,1.7e-06,2.38e-05,5.17175722,72.35145845,
16,270000000,avg,,,,,,,7.148104
16,290000000,1,3.57796932,32.11900217,1.21e-06,1.086e-05,7.56174244,67.88085647,
16,290000000,2,2.06750475,29.555979,3.35e-06,4.789e-05,4.92769983,70.44384896,
16,290000000,3,1.78263815,15.82471956,1.19e-06,1.059e-05,9.48224282,84.17515005,
16,290000000,4,1.53182548,25.04195733,1.89e-06,3.096e-05,4.58520457,74.95794946,
16,290000000,5,1.52609979,24.58511754,1.23e-06,1.982e-05,4.68130791,75.41479674,
16,290000000,avg,2.0972075,25.13173467,1.78e-06,2.127e-05,6.24763951,74.86813713,
16,290000000,avg,,,,,,,8.344858
16,310000000,1,2.59587436,27.35792245,1.16e-06,1.227e-05,6.89268226,72.64198513,
16,310000000,2,1.61574412,24.79497419,1.95e-06,2.991e-05,4.90066653,75.20491563,
16,310000000,3,1.60634616,24.68694902,1.1e-06,1.685e-05,4.9005111,75.31294965,
16,310000000,4,1.61270765,24.74596681,1.77e-06,2.719e-05,4.90433824,75.25393159,
16,310000000,5,1.60482496,24.66224514,1.08e-06,1.664e-05,4.9023826,75.33766235,
16,310000000,avg,1.80709945,25.42623954,1.41e-06,1.988e-05,5.30011614,74.57366145,
16,310000000,avg,,,,,,,7.107223
16,330000000,1,2.66177644,33.24492098,2.4e-06,3e-05,5.34477626,66.75491671,
16,330000000,2,2.66616257,31.64948503,2.94e-06,3.485e-05,5.75785709,68.35037521,
16,330000000,3,2.60542913,29.54584637,2.38e-06,2.703e-05,6.21281615,70.45400288,
16,330000000,4,2.59312828,29.44545071,2.88e-06,3.265e-05,6.21340867,70.55440335,
16,330000000,5,2.5990228,29.52521583,2.05e-06,2.334e-05,6.20368691,70.4746396,
16,330000000,avg,2.62510384,30.62550757,2.53e-06,2.952e-05,5.94650902,69.37434394,
16,330000000,avg,,,,,,,8.571626
16,350000000,1,1.80830964,24.65478571,1.25e-06,1.709e-05,5.52620187,75.34512862,
16,350000000,2,1.81484845,24.73384019,2.18e-06,2.976e-05,5.5226569,75.26607134,
16,350000000,3,1.80748891,24.66602268,1.12e-06,1.529e-05,5.52035354,75.33388702,
16,350000000,4,1.81697273,24.74663152,1.82e-06,2.482e-05,5.52532439,75.253285,
16,350000000,5,1.8097433,24.69230043,1.18e-06,1.614e-05,5.51943201,75.307627,
16,350000000,avg,1.81147261,24.69873602,1.51e-06,2.062e-05,5.52279374,75.30117988,
16,350000000,avg,,,,,,,7.334273
16,370000000,1,1.95822076,24.92289394,1.21e-06,1.545e-05,5.89888596,75.07698412,
16,370000000,2,1.96599506,24.99379722,1.85e-06,2.354e-05,5.89992843,75.00609624,
16,370000000,3,1.9580637,24.92110134,1.18e-06,1.505e-05,5.89897884,75.07878811,
16,370000000,4,1.96427645,24.98385356,2.57e-06,3.275e-05,5.89789697,75.01601647,
16,370000000,5,1.9561955,24.91583499,1.67e-06,2.133e-05,5.89500075,75.08394043,
16,370000000,avg,1.96055029,24.94751609,1.7e-06,2.162e-05,5.89813819,75.05234522,
16,370000000,avg,,,,,,,7.858699
16,390000000,1,2.01897952,24.69411201,2.11e-06,2.575e-05,6.15696881,75.30580459,
16,390000000,2,2.02546431,24.77426233,2.07e-06,2.535e-05,6.15020854,75.22565513,
16,390000000,3,2.01780416,24.68705364,1.84e-06,2.254e-05,6.15572034,75.31285806,
16,390000000,4,2.0250375,24.75057367,1.93e-06,2.364e-05,6.15673584,75.24934439,
16,390000000,5,2.01830486,24.70060698,1.57e-06,1.924e-05,6.15276305,75.29931917,
16,390000000,avg,2.02111807,24.72133004,1.91e-06,2.33e-05,6.15447931,75.27858795,
16,390000000,avg,,,,,,,8.175604
16,410000000,1,2.56458505,26.54635858,1.17e-06,1.215e-05,7.09618479,73.45354611,
16,410000000,2,2.96873808,28.99164539,2.92e-06,2.85e-05,7.27122801,71.00823934,
16,410000000,3,2.17490043,24.92620234,1.22e-06,1.4e-05,6.55045041,75.07371357,
16,410000000,4,2.18073385,24.9929201,1.8e-06,2.058e-05,6.5446648,75.00699115,
16,410000000,5,2.17358672,24.91695859,1.2e-06,1.378e-05,6.54972872,75.08295737,
16,410000000,avg,2.41250883,26.18032533,1.66e-06,1.804e-05,6.80245135,73.81958042,
16,410000000,avg,,,,,,,9.214969
16,430000000,1,2.22856906,24.74783389,1.12e-06,1.244e-05,6.77652952,75.25206652,
16,430000000,2,2.23619099,24.79958943,1.7e-06,1.888e-05,6.78084972,75.20032474,
16,430000000,3,2.22844778,24.74742448,1.07e-06,1.187e-05,6.77631147,75.2524953,
16,430000000,4,2.23665007,24.79817358,1.64e-06,1.822e-05,6.78275589,75.20173153,
16,430000000,5,2.22919068,24.75727981,1.08e-06,1.204e-05,6.77498274,75.24261815,
16,430000000,avg,2.23180972,24.77007742,1.32e-06,1.469e-05,6.77828587,75.22983006,
16,430000000,avg,,,,,,,9.010104
16,450000000,1,2.33901966,24.79129622,1.74e-06,1.845e-05,7.09581479,75.20862226,
16,450000000,2,2.34712638,24.82559384,2.5e-06,2.64e-05,7.10732752,75.17431857,
16,450000000,3,2.33784178,24.78913536,2.06e-06,2.189e-05,7.09306303,75.21077816,
16,450000000,4,2.3476222,24.8409817,2.51e-06,2.659e-05,7.10297081,75.15892789,
16,450000000,5,2.33859004,24.77120374,2.34e-06,2.476e-05,7.10216343,75.22872084,
16,450000000,avg,2.34204001,24.8036609,2.23e-06,2.362e-05,7.10026792,75.19625482,
16,450000000,avg,,,,,,,9.442316
16,470000000,1,2.43654362,24.73044852,1.36e-06,1.383e-05,7.41584993,75.26944869,
16,470000000,2,2.44530039,24.75989358,1.54e-06,1.563e-05,7.43074363,75.24000821,
16,470000000,3,2.43627329,24.72709218,1.1e-06,1.121e-05,7.41636623,75.27282445,
16,470000000,4,2.44492772,24.7607594,1.74e-06,1.764e-05,7.42926815,75.23916541,
16,470000000,5,2.43705236,24.72966441,1.28e-06,1.303e-05,7.41771319,75.27025721,
16,470000000,avg,2.44001948,24.74158825,1.41e-06,1.427e-05,7.42198823,75.25832417,
16,470000000,avg,,,,,,,9.862016